time,step,hour,shift_id,normal_queue,priority_queue,wip_total,completed_jobs,defect_rate,defects,energy_consumption,operator_load,operator_skill,operator_fatigue,machine_A_status,machine_B_status,machine_C_status,machine_A_speed,machine_B_speed,machine_C_speed,maintenance_A,maintenance_B,maintenance_C,demand_spike_flag,queue_length,lead_time,machine_status
10.0,10,1,3,0.0,0.0,0.0,1,0.08247643609955037,0,6.938643502405506,0.6099057443982014,0.43847127800899277,0.24400000000000005,1,1,1,2.0293716166552174,1.7031897652812615,1.1907429960704035,0,0,0,0,0.0,0.0,1.0
11.0,11,1,3,0.0,0.0,0.0,2,0.08230422440648956,0,7.385741566209334,0.6092168976259583,0.44991551187020895,0.24800000000000005,1,1,1,2.072513613576991,1.919371473184107,1.4902918710005695,0,0,0,0,0.0,0.0,1.0
12.0,12,2,3,0.0,0.0,0.0,1,0.08209836742246562,1,6.827894434282323,0.6083934696898625,0.4620326515506876,0.25200000000000006,1,1,1,1.9111907963513257,1.7253166950299006,1.1483605514716768,0,0,0,0,0.0,0.0,1.0
13.0,13,2,3,0.0,0.0,0.0,4,0.08185910369582913,1,7.254954609223856,0.6074364147833166,0.4748179260834176,0.25600000000000006,1,1,1,2.3848888074259014,1.673245273664282,1.2605591804396363,0,0,0,0,0.0,0.0,1.0
14.0,14,2,3,2.0,0.0,2.0,2,0.11492038358538352,0,3.3563950634765694,0.6063482010082007,0.48825899495899655,0.26000000000000006,1,0,0,2.195493829345712,0.0,0.0,0,0,0,0,2.0,1.0,0.3333333333333333
15.0,15,2,3,2.0,0.0,2.0,2,0.11461656592520848,0,3.438669239824105,0.6051329303675006,0.5023353481624971,0.26400000000000007,1,0,0,2.2983365497801316,0.0,0.0,0,0,0,0,2.0,1.0,0.3333333333333333
16.0,16,2,3,2.0,0.0,2.0,1,0.11428244017279979,1,3.238377229509066,0.6037964273578659,0.5170178632106712,0.26800000000000007,1,0,0,2.0479715368863323,0.0,0.0,0,0,0,0,2.0,2.0,0.3333333333333333
17.0,17,2,3,9.0,0.0,9.0,2,0.11391990535921916,0,3.2557291304683424,0.6023462881035433,0.5322685594822837,0.2720000000000001,1,0,0,2.0696614130854285,0.0,0.0,0,0,0,0,9.0,4.5,0.3333333333333333
18.0,18,3,3,9.0,0.0,9.0,1,0.1135313040512362,1,3.34757359426039,0.6007918828716114,0.5480405856419431,0.2760000000000001,1,0,0,2.184466992825488,0.0,0.0,0,0,0,0,9.0,9.0,0.3333333333333333
19.0,19,3,3,13.0,0.0,13.0,2,0.11311940992539826,0,3.460449606235212,0.5991443063682598,0.5642784681587018,0.2800000000000001,1,0,0,2.3255620077940153,0.0,0.0,0,0,0,0,13.0,6.5,0.3333333333333333
20.0,20,3,3,14.0,0.0,14.0,2,0.11268740143726917,0,3.507889860021998,0.5974162724157434,0.5809186379212836,0.2840000000000001,1,0,0,2.3848623250274983,0.0,0.0,0,0,0,0,14.0,7.0,0.3333333333333333
21.0,21,3,3,14.0,0.0,14.0,1,0.11223882142174141,1,3.396753954058375,0.5956219523536324,0.5978902382318387,0.2880000000000001,1,0,0,2.245942442572969,0.0,0.0,0,0,0,0,14.0,14.0,0.3333333333333333
22.0,22,3,3,21.0,0.0,21.0,2,0.11177752323927008,0,3.3624973677366814,0.5937767596237469,0.6151162018812655,0.2920000000000001,1,0,0,2.203121709670852,0.0,0.0,0,0,0,0,21.0,10.5,0.3333333333333333
23.0,23,3,3,19.0,0.0,19.0,2,0.11130760489509625,0,3.501235444174929,0.5918970862470516,0.632514568764742,0.2960000000000001,1,0,0,2.3765443052186614,0.0,0.0,0,0,0,0,19.0,9.5,0.3333333333333333
24.0,24,4,3,17.0,0.0,17.0,2,0.11083333333333335,0,3.3633881761052677,0.5900000000000001,0.6499999999999999,0.3000000000000001,1,0,0,2.2042352201315847,0.0,0.0,0,0,0,0,17.0,8.5,0.3333333333333333
25.0,25,4,3,17.0,0.0,17.0,2,0.11035906177157044,0,3.560526397696571,0.5881029137529484,0.667485431235258,0.3040000000000001,1,0,0,2.450657997120714,0.0,0.0,0,0,0,0,17.0,8.5,0.3333333333333333
26.0,26,4,3,19.0,0.0,19.0,2,0.10988914342739663,0,3.3444939735774923,0.5862232403762532,0.6848837981187346,0.3080000000000001,1,0,0,2.180617466971866,0.0,0.0,0,0,0,0,19.0,9.5,0.3333333333333333
27.0,27,4,3,19.0,0.0,19.0,2,0.10942784524492528,0,3.4354258467095367,0.5843780476463678,0.7021097617681613,0.3120000000000001,1,0,0,2.2942823083869213,0.0,0.0,0,0,0,0,19.0,9.5,0.3333333333333333
28.0,28,4,3,21.0,0.0,21.0,2,0.10897926522939753,0,3.276265601995356,0.5825837275842568,0.7190813620787164,0.3160000000000001,1,0,0,2.0953320024941955,0.0,0.0,0,0,0,0,21.0,10.5,0.3333333333333333
29.0,29,4,3,21.0,0.0,21.0,1,0.10854725674126844,1,3.409623715474741,0.5808556936317405,0.7357215318412982,0.3200000000000001,1,0,0,2.2620296443434267,0.0,0.0,0,0,0,0,21.0,21.0,0.3333333333333333
30.0,30,5,3,19.0,0.0,19.0,2,0.10813536261543051,0,3.3211790355508333,0.5792081171283887,0.7519594143580568,0.3240000000000001,1,0,0,2.1514737944385423,0.0,0.0,0,0,0,0,19.0,9.5,0.3333333333333333
31.0,31,5,3,18.0,0.0,18.0,2,0.10774676130744755,0,3.472454450789761,0.5776537118964569,0.7677314405177162,0.3280000000000001,1,0,0,2.3405680634872015,0.0,0.0,0,0,0,0,18.0,9.0,0.3333333333333333
32.0,32,5,3,24.0,0.0,24.0,1,0.1073842264938669,1,3.5015610743567525,0.5762035726421343,0.7829821367893287,0.33200000000000013,1,0,0,2.3769513429459406,0.0,0.0,0,0,0,0,24.0,24.0,0.3333333333333333
33.0,33,5,3,27.0,0.0,27.0,1,0.10705010074145822,1,3.454652402055491,0.5748670696324996,0.7976646518375027,0.33600000000000013,1,0,0,2.318315502569364,0.0,0.0,0,0,0,0,27.0,27.0,0.3333333333333333
34.0,34,5,3,26.0,0.0,26.0,2,0.10674628308128319,0,3.449787983734743,0.5736517989917994,0.8117410050410034,0.34000000000000014,1,0,0,2.312234979668429,0.0,0.0,0,0,0,0,26.0,13.0,0.3333333333333333
35.0,35,5,3,26.0,0.0,26.0,2,0.10647422963750423,0,3.5398880054247197,0.5725635852166836,0.8251820739165823,0.34400000000000014,1,0,0,2.4248600067809,0.0,0.0,0,0,0,0,26.0,13.0,0.3333333333333333
36.0,36,6,1,26.0,0.0,26.0,3,0.10623496591086774,0,4.3099528891557926,0.5716065303101376,0.8379673484493124,0.34800000000000014,1,0,0,3.387441111444741,0.0,0.0,0,0,0,0,26.0,8.666666666666666,0.3333333333333333
37.0,37,6,1,26.0,0.0,26.0,5,0.08936244226017714,1,7.148663012680145,0.5707831023740418,0.8500844881297909,0.35200000000000015,1,1,0,3.4185479254918345,2.642280840358347,0.0,0,0,0,0,26.0,5.2,0.6666666666666666
38.0,38,6,1,33.0,0.0,33.0,7,0.08919023056711634,0,7.241097093668268,0.5700942556017986,0.8615287219910073,0.35600000000000015,1,1,0,3.5528558401849124,2.6235155269004222,0.0,0,0,0,1,33.0,4.714285714285714,0.6666666666666666
39.0,39,6,1,29.0,0.0,29.0,5,0.08905155999988917,1,7.170576927334797,0.5695395733328901,0.8723021333355505,0.36000000000000015,1,1,0,3.4178659025857683,2.6703552565827278,0.0,0,0,0,0,29.0,5.8,0.6666666666666666
40.0,40,6,1,32.0,0.0,32.0,4,0.08894602318697933,1,7.014995606928982,0.5691174260812506,0.882412869593747,0.36400000000000016,1,1,0,3.457647014561302,2.4360974940999247,0.0,0,0,0,0,32.0,8.0,0.6666666666666666
41.0,41,6,1,27.0,0.0,27.0,6,0.08887295094459041,1,7.586128824458096,0.568825137111695,0.8918743144415255,0.36800000000000016,1,1,0,3.6696634279670017,2.937997602605618,0.0,0,0,0,0,27.0,4.5,0.6666666666666666
42.0,42,7,1,25.0,0.0,25.0,5,0.08883145393818376,2,7.355134807172322,0.5686591490860683,0.9007042545696586,0.37200000000000016,1,1,0,3.5560967674795867,2.7628217414858165,0.0,0,0,0,0,25.0,5.0,0.6666666666666666
43.0,43,7,1,33.0,0.0,33.0,7,0.08882046326937162,0,7.366988727793538,0.5686151864108198,0.9089240679459014,0.37600000000000017,1,1,0,3.593553453805203,2.74018245593672,0.0,0,0,0,0,33.0,4.714285714285714,0.6666666666666666
44.0,44,7,1,29.0,0.0,29.0,6,0.0888387689374408,1,7.427422587755729,0.5686884090830966,0.9165579545845175,0.38000000000000017,1,1,0,3.5973177408365666,2.811960493858095,0.0,0,0,0,0,29.0,4.833333333333333,0.6666666666666666
45.0,45,7,1,31.0,0.0,31.0,6,0.08888505540851313,1,7.535843334145231,0.5688735549673859,0.9236322251630709,0.3840000000000002,1,1,0,3.7364572442910937,2.8083469233904457,0.0,0,0,0,0,31.0,5.166666666666667,0.6666666666666666
46.0,46,7,1,30.0,0.0,30.0,4,0.08895793378585568,2,7.3305694972277795,0.5691650684767561,0.9301746576162202,0.3880000000000002,1,1,0,3.2939418715925783,2.994269999942146,0.0,0,0,0,0,30.0,7.5,0.6666666666666666
47.0,47,7,1,26.0,0.0,26.0,7,0.08905597030218665,0,7.222627027690426,0.56955721454208,0.9362139272896006,0.3920000000000002,1,1,0,3.5083126467678567,2.644971137845175,0.0,0,0,0,0,26.0,3.7142857142857144,0.6666666666666666
48.0,48,8,1,24.0,0.0,24.0,7,0.09237678238584611,0,8.413054379038694,0.6495071295433845,0.35822088754574566,0.3028782676313339,1,1,1,2.8101405176854684,2.13983762731307,1.81633982879983,0,0,0,0,24.0,3.4285714285714284,1.0
49.0,49,8,1,22.0,0.0,22.0,7,0.09249852312761343,0,8.58244525617302,0.6499940925104537,0.36378607271039926,0.3068782676313339,1,1,1,2.856847830166488,2.4067052696238314,1.7145034704259559,0,0,0,0,22.0,3.142857142857143,1.0
50.0,50,8,1,16.0,0.0,16.0,7,0.0925965596439444,0,8.356464175694128,0.6503862385757777,0.36982534238377957,0.3108782676313339,1,1,1,2.9234155600789493,2.213278091212386,1.5588865683263247,0,0,0,0,16.0,2.2857142857142856,1.0
51.0,51,8,1,11.0,0.0,11.0,7,0.09266943802128694,0,8.604158930675023,0.6506777520851478,0.37636777483692907,0.3148782676313339,1,1,1,2.851374944241154,2.138657250224564,2.0151664688780606,0,0,0,0,11.0,1.5714285714285714,1.0
52.0,52,8,1,11.0,0.0,11.0,7,0.09271572449235928,0,8.386737555497628,0.6508628979694371,0.38344204541548227,0.3188782676313339,1,1,1,2.8778229993851587,2.2184516011299404,1.6371473438569375,0,0,0,0,11.0,1.5714285714285714,1.0
53.0,53,8,1,4.0,0.0,4.0,7,0.09273403016042847,0,8.617504899832015,0.6509361206417139,0.39107593205409846,0.3228782676313339,1,1,1,2.964774251071798,2.3493200884722767,1.7077867852459445,0,0,0,0,4.0,0.5714285714285714,1.0
54.0,54,9,1,0.0,0.0,0.0,6,0.09272303949161632,0,8.73227134883205,0.6508921579664653,0.3992957454303414,0.32687826763133393,1,1,1,2.741399368629447,2.5608555930364933,1.863084224374124,0,0,0,0,0.0,0.0,1.0
55.0,55,9,1,0.0,0.0,0.0,2,0.09268154248520968,0,8.56606085703474,0.6507261699408388,0.4081256855584743,0.33087826763133393,1,1,1,3.101238971499073,2.117055951386046,1.7392811484083046,0,0,0,0,0.0,0.0,1.0
56.0,56,9,1,0.0,0.0,0.0,1,0.09260847024282075,1,8.48893154608803,0.650433880971283,0.41758713040625284,0.33487826763133394,1,1,1,2.918864773488656,2.32708620555819,1.615213453563194,0,0,0,0,0.0,0.0,1.0
57.0,57,9,1,6.0,0.0,6.0,7,0.09250293342991092,0,8.606682828102738,0.6500117337196437,0.4276978666644494,0.33887826763133394,1,1,1,2.9232911727519455,2.439421130055817,1.6456412323206595,0,0,0,0,6.0,0.8571428571428571,1.0
58.0,58,9,1,3.0,0.0,3.0,6,0.09236426286268376,1,8.60390056637511,0.6494570514507351,0.43847127800899277,0.34287826763133394,1,1,1,3.0033763165707485,2.3119465022743624,1.6895528891237752,0,0,0,0,3.0,0.5,1.0
59.0,59,9,1,2.0,0.0,2.0,6,0.09219205116962295,1,8.604118653706482,0.6487682046784918,0.44991551187020895,0.34687826763133395,1,1,1,2.9836242751781312,2.2517641373305746,1.7697599046243957,0,0,0,0,2.0,0.3333333333333333,1.0
60.0,60,10,1,0.0,0.0,0.0,3,0.09198619418559903,0,8.402305371477766,0.6479447767423961,0.4620326515506876,0.35087826763133395,1,1,1,2.9155369641520577,2.019894856817614,1.8174498933775358,0,0,0,0,0.0,0.0,1.0
61.0,61,10,1,0.0,0.0,0.0,2,0.09174693045896251,0,8.58451133931881,0.6469877218358501,0.4748179260834176,0.35487826763133395,1,1,1,2.7135485965264587,2.3628771224269802,1.9042134551950745,0,0,0,0,0.0,0.0,1.0
62.0,62,10,1,0.0,0.0,0.0,7,0.09147487701518357,0,8.826246063836273,0.6458995080607343,0.48825899495899655,0.35887826763133396,1,1,1,2.9773713923188563,2.5153109615422964,1.7901252259341875,0,0,0,0,0.0,0.0,1.0
63.0,63,10,1,0.0,0.0,0.0,5,0.09117105935500855,0,8.655281300352025,0.6446842374200342,0.5023353481624971,0.36287826763133396,1,1,1,2.9357058974579022,2.2341351528341797,1.8992605751479472,0,0,0,0,0.0,0.0,1.0
64.0,64,10,1,0.0,0.0,0.0,2,0.09083693360259984,0,8.244321530423713,0.6433477344103994,0.5170178632106712,0.36687826763133397,1,1,1,2.8517006856407763,2.258393886046274,1.4453073413425914,0,0,0,0,0.0,0.0,1.0
65.0,65,10,1,0.0,0.0,0.0,1,0.09047439878901922,0,8.773994146869594,0.6418975951560769,0.5322685594822837,0.37087826763133397,1,1,1,3.0209049021608387,2.512461539960888,1.684126241465266,0,0,0,0,0.0,0.0,1.0
66.0,66,11,1,0.0,0.0,0.0,4,0.09008579748103623,0,8.992082510735848,0.640343189924145,0.5480405856419431,0.374878267631334,1,1,1,3.0902600120018433,2.423990543588459,1.9758525828295084,0,0,0,0,0.0,0.0,1.0
67.0,67,11,1,0.0,0.0,0.0,0,0.0,0,8.803568575055461,0.6386956134207933,0.5642784681587018,0.378878267631334,1,1,1,3.162926773177519,2.0799612337616633,2.0115727118801443,0,0,0,0,0.0,0.0,1.0
68.0,68,11,1,0.0,0.0,0.0,1,0.08924189486706922,0,8.837501919404346,0.636967579468277,0.5809186379212836,0.382878267631334,1,1,1,2.928297512985236,2.5615207829499056,1.807059103320289,0,0,0,0,0.0,0.0,1.0
69.0,69,11,1,0.0,0.0,0.0,3,0.08879331485154146,0,9.229070079152995,0.6351732594061659,0.5978902382318387,0.386878267631334,1,1,1,3.4533948660026517,2.462795481514312,1.8701472514242816,0,0,0,0,0.0,0.0,1.0
70.0,70,11,1,0.0,0.0,0.0,2,0.08833201666907013,0,8.716752524786038,0.6333280666762805,0.6151162018812655,0.390878267631334,1,1,1,3.062310172062126,2.069525915821622,2.0141045680987997,0,0,0,0,0.0,0.0,1.0
71.0,71,11,1,0.0,0.0,0.0,4,0.08786209832489629,0,9.304795435213265,0.6314483932995851,0.632514568764742,0.394878267631334,1,1,1,3.241042784467474,2.6712860846454074,1.9686654249036981,0,0,0,0,0.0,0.0,1.0
72.0,72,12,1,0.0,0.0,0.0,2,0.0873878267631334,0,8.908545343722128,0.6295513070525336,0.6499999999999999,0.398878267631334,1,1,1,2.9481123669971234,2.529173906917029,1.9083954057385075,0,0,0,0,0.0,0.0,1.0
73.0,73,12,1,0.0,0.0,0.0,1,0.08691355520137051,0,8.843937424138971,0.627654220805482,0.667485431235258,0.402878267631334,1,1,1,3.183118835158421,2.3196920689998874,1.8021108760154056,0,0,0,0,0.0,0.0,1.0
74.0,74,12,1,0.0,0.0,0.0,2,0.08644363685719667,0,9.189085823336839,0.6257745474287867,0.6848837981187346,0.406878267631334,1,1,1,3.308126484707068,2.55227270074562,1.8759580937183618,0,0,0,0,0.0,0.0,1.0
75.0,75,12,1,0.0,0.0,0.0,3,0.08598233867472535,0,9.265516284855671,0.6239293546989014,0.7021097617681613,0.410878267631334,1,1,1,3.4903850722675283,2.6345179058641195,1.7069923779379412,0,0,0,0,0.0,0.0,1.0
76.0,76,12,1,6.0,0.0,6.0,5,0.10220042532586424,0,5.656238081740564,0.6221350346367903,0.7190813620787164,0.414878267631334,0,1,1,0.0,2.561583255359447,1.6337143468162578,0,0,0,1,6.0,1.2,0.6666666666666666
77.0,77,12,1,2.0,0.0,2.0,4,0.10176841683773516,0,5.546018939519746,0.620407000684274,0.7357215318412982,0.418878267631334,0,1,1,0.0,2.3669563153719824,1.6905673590276988,0,0,0,0,2.0,0.5,0.6666666666666666
78.0,78,13,1,2.0,0.0,2.0,4,0.10135652271189724,0,5.734386061199029,0.6187594241809223,0.7519594143580568,0.422878267631334,0,1,1,0.0,2.4511450614857337,1.8418375150130526,0,0,0,0,2.0,0.5,0.6666666666666666
79.0,79,13,1,0.0,0.0,0.0,3,0.10096792140391425,0,5.854844781357201,0.6172050189489904,0.7677314405177162,0.426878267631334,0,1,1,0.0,2.6007583654355826,1.842797611260919,0,0,0,0,0.0,0.0,0.6666666666666666
80.0,80,13,1,0.0,0.0,0.0,3,0.10060538659033363,0,5.990045057642757,0.6157548796946679,0.7829821367893287,0.430878267631334,0,1,1,0.0,2.8653479818278353,1.747208340225611,0,0,0,0,0.0,0.0,0.6666666666666666
81.0,81,13,1,0.0,0.0,0.0,4,0.10027126083792492,0,6.016585480887288,0.6144183766850331,0.7976646518375027,0.434878267631334,0,1,1,0.0,2.570003745014202,2.075728106094908,0,0,0,0,0.0,0.0,0.6666666666666666
82.0,82,13,1,6.0,0.0,6.0,5,0.09996744317774992,0,5.923246426073884,0.6132031060443329,0.8117410050410034,0.43887826763133403,0,1,1,0.0,2.63388018731993,1.895177845272425,0,0,0,0,6.0,1.2,0.6666666666666666
83.0,83,13,1,2.0,0.0,2.0,4,0.09969538973397096,1,5.85708976764306,0.6121148922692172,0.8251820739165823,0.44287826763133403,0,1,1,0.0,2.576667469655504,1.8696947398983212,0,0,0,0,2.0,0.5,0.6666666666666666
84.0,84,14,2,1.0,0.0,1.0,1,0.11612279267400112,1,3.479655143426993,0.6111578373626712,0.8379673484493124,0.44687826763133404,0,1,0,0.0,2.349568929283742,0.0,0,0,0,0,1.0,1.0,0.3333333333333333
85.0,85,14,2,12.0,0.0,12.0,1,0.11591693568997721,1,3.4701108787918002,0.6103344094265755,0.8500844881297909,0.45087826763133404,0,1,0,0.0,2.3376385984897503,0.0,0,0,0,0,12.0,12.0,0.3333333333333333
86.0,86,14,2,12.0,0.0,12.0,2,0.11574472399691638,0,3.4022633881534627,0.6096455626543321,0.8615287219910073,0.45487826763133404,0,1,0,0.0,2.252829235191829,0.0,0,0,0,0,12.0,6.0,0.3333333333333333
87.0,87,14,2,13.0,0.0,13.0,0,0.0,0,0.8999999999999999,0.6090908803854236,0.8723021333355505,0.45887826763133405,0,0,0,0.0,0.0,0.0,0,0,0,0,13.0,6.0,0.0
88.0,88,14,2,18.0,1.0,19.0,0,0.0,0,0.8999999999999999,0.6086687331337843,0.882412869593747,0.46287826763133405,0,0,0,0.0,0.0,0.0,0,0,0,0,19.0,6.0,0.0
89.0,89,14,2,25.0,2.0,27.0,0,0.0,0,0.8999999999999999,0.6083764441642285,0.8918743144415255,0.46687826763133405,0,0,0,0.0,0.0,0.0,0,0,0,0,27.0,6.0,0.0
90.0,90,15,2,29.0,2.0,31.0,0,0.0,0,0.8999999999999999,0.6082104561386019,0.9007042545696586,0.47087826763133406,0,0,0,0.0,0.0,0.0,0,0,0,0,31.0,6.0,0.0
91.0,91,15,2,30.0,2.0,32.0,0,0.0,0,0.8999999999999999,0.6081664934633533,0.9089240679459014,0.47487826763133406,0,0,0,0.0,0.0,0.0,0,0,0,0,32.0,6.0,0.0
92.0,92,15,2,34.0,2.0,36.0,0,0.0,0,0.8999999999999999,0.6082397161356301,0.9165579545845175,0.47887826763133406,0,0,0,0.0,0.0,0.0,0,0,0,0,36.0,6.0,0.0
93.0,93,15,2,35.0,2.0,37.0,0,0.0,0,0.8999999999999999,0.6084248620199195,0.9236322251630709,0.48287826763133407,0,0,0,0.0,0.0,0.0,0,0,0,0,37.0,6.0,0.0
94.0,94,15,2,36.0,2.0,38.0,0,0.0,0,0.8999999999999999,0.6087163755292896,0.9301746576162202,0.48687826763133407,0,0,0,0.0,0.0,0.0,0,0,0,0,38.0,6.0,0.0
95.0,95,15,2,36.0,2.0,38.0,0,0.0,0,0.8999999999999999,0.6091085215946135,0.9362139272896006,0.4908782676313341,0,0,0,0.0,0.0,0.0,0,0,0,0,38.0,6.0,0.0
96.0,96,16,2,36.0,2.0,38.0,0,0.0,0,0.8999999999999999,0.68390574568561,0.35822088754574566,0.3888748079868977,0,0,0,0.0,0.0,0.0,0,0,0,0,38.0,6.0,0.0
97.0,97,16,2,43.0,3.0,46.0,0,0.0,0,0.8999999999999999,0.6843927086526792,0.36378607271039926,0.3928748079868977,0,0,0,0.0,0.0,0.0,0,0,0,0,46.0,6.0,0.0
98.0,98,16,2,44.0,3.0,47.0,0,0.0,0,0.8999999999999999,0.6847848547180032,0.36982534238377957,0.3968748079868977,0,0,0,0.0,0.0,0.0,0,0,0,0,47.0,6.0,0.0
99.0,99,16,2,45.0,3.0,48.0,0,0.0,0,0.8999999999999999,0.6850763682273734,0.37636777483692907,0.40087480798689773,0,0,0,0.0,0.0,0.0,0,0,0,0,48.0,6.0,0.0
100.0,100,16,2,51.0,4.0,55.0,0,0.0,0,0.8999999999999999,0.6852615141116627,0.38344204541548227,0.40487480798689773,0,0,0,0.0,0.0,0.0,0,0,0,0,55.0,6.0,0.0
101.0,101,16,2,53.0,4.0,57.0,0,0.0,0,0.8999999999999999,0.6853347367839394,0.39107593205409846,0.40887480798689774,0,0,0,0.0,0.0,0.0,0,0,0,0,57.0,6.0,0.0
102.0,102,17,2,57.0,5.0,62.0,0,0.0,0,0.8999999999999999,0.6852907741086908,0.3992957454303414,0.41287480798689774,0,0,0,0.0,0.0,0.0,0,0,0,0,62.0,6.0,0.0
103.0,103,17,2,58.0,3.0,61.0,2,0.13461452985409939,0,3.458163569787313,0.6851247860830643,0.4081256855584743,0.41687480798689774,1,0,0,2.322704462234142,0.0,0.0,0,0,0,0,61.0,30.5,0.3333333333333333
104.0,104,17,2,61.0,1.0,62.0,2,0.1345414576117105,0,3.500881952497183,0.6848324971135086,0.41758713040625284,0.42087480798689775,1,0,0,2.3761024406214792,0.0,0.0,0,0,0,0,62.0,31.0,0.3333333333333333
105.0,105,17,2,62.0,0.0,62.0,1,0.13443592079880062,1,3.4518884948825335,0.6844103498618692,0.4276978666644494,0.42487480798689775,1,0,0,2.314860618603167,0.0,0.0,0,0,0,0,62.0,62.0,0.3333333333333333
106.0,106,17,2,73.0,0.0,73.0,1,0.1342972502315735,1,3.521161027694545,0.6838556675929606,0.43847127800899277,0.42887480798689775,1,0,0,2.4014512846181817,0.0,0.0,0,0,0,0,73.0,73.0,0.3333333333333333
107.0,107,17,2,72.0,0.0,72.0,3,0.13412503853851265,0,3.64480963628838,0.6831668208207173,0.44991551187020895,0.43287480798689776,1,0,0,2.5560120453604753,0.0,0.0,0,0,0,0,72.0,24.0,0.3333333333333333
108.0,108,18,2,82.0,0.0,82.0,2,0.13391918155448873,0,3.325662294733669,0.6823433928846216,0.4620326515506876,0.43687480798689776,1,0,0,2.157077868417087,0.0,0.0,0,0,0,0,82.0,41.0,0.3333333333333333
109.0,109,18,2,84.0,0.0,84.0,1,0.13367991782785224,1,3.3683950788530153,0.6813863379780757,0.4748179260834176,0.44087480798689777,1,0,0,2.2104938485662697,0.0,0.0,0,0,0,0,84.0,84.0,0.3333333333333333
110.0,110,18,2,82.0,0.0,82.0,2,0.1334078643840733,0,3.502667778760455,0.6802981242029598,0.48825899495899655,0.44487480798689777,1,0,0,2.378334723450569,0.0,0.0,0,0,0,0,82.0,41.0,0.3333333333333333
111.0,111,18,2,90.0,0.0,90.0,2,0.13310404672389825,0,3.518727798603977,0.6790828535622597,0.5023353481624971,0.4488748079868978,1,0,0,2.3984097482549713,0.0,0.0,0,0,0,0,90.0,45.0,0.3333333333333333
112.0,112,18,2,90.0,0.0,90.0,3,0.13276992097148954,0,3.6173932643415503,0.6777463505526249,0.5170178632106712,0.4528748079868978,1,0,0,2.521741580426938,0.0,0.0,0,0,0,0,90.0,30.0,0.3333333333333333
113.0,113,18,2,91.0,0.0,91.0,2,0.13240738615790892,1,3.63565906644203,0.6762962112983024,0.5322685594822837,0.4568748079868978,1,0,0,2.544573833052538,0.0,0.0,0,0,0,0,91.0,45.5,0.3333333333333333
114.0,114,19,2,89.0,0.0,89.0,2,0.13201878484992596,1,3.6471418732435867,0.6747418060663706,0.5480405856419431,0.4608748079868978,1,0,0,2.5589273415544835,0.0,0.0,0,0,0,0,89.0,44.5,0.3333333333333333
